timestamp_ms,frame,steer,throttle
295814,frame_00001.jpg,-0.83,0.41
295894,frame_00002.jpg,-0.55,0.50
295933,frame_00003.jpg,-0.17,0.50
296013,frame_00004.jpg,-0.49,0.50
296074,frame_00005.jpg,-0.59,0.48
296153,frame_00006.jpg,-0.19,0.50
296193,frame_00007.jpg,-0.19,0.50
296233,frame_00008.jpg,0.00,0.50
296274,frame_00009.jpg,0.00,0.50
296313,frame_00010.jpg,0.00,0.50
296376,frame_00011.jpg,0.00,0.50
296433,frame_00012.jpg,0.00,0.50
296493,frame_00013.jpg,0.00,0.50
296553,frame_00014.jpg,0.00,0.50
296613,frame_00015.jpg,0.00,0.50
296673,frame_00016.jpg,0.00,0.50
296733,frame_00017.jpg,0.00,0.50
296793,frame_00018.jpg,0.00,0.50
296853,frame_00019.jpg,0.00,0.50
296913,frame_00020.jpg,0.17,0.50
296975,frame_00021.jpg,0.50,0.50
297033,frame_00022.jpg,0.78,0.41
297093,frame_00023.jpg,0.95,0.32
297153,frame_00024.jpg,1.00,0.16
297213,frame_00025.jpg,1.00,0.12
297275,frame_00026.jpg,1.00,0.12
297333,frame_00027.jpg,1.00,0.15
297393,frame_00028.jpg,1.00,0.22
297473,frame_00029.jpg,0.40,0.50
297534,frame_00030.jpg,0.19,0.50
297593,frame_00031.jpg,0.00,0.50
297653,frame_00032.jpg,0.00,0.50
297713,frame_00033.jpg,0.00,0.50
297773,frame_00034.jpg,0.40,0.50
297833,frame_00035.jpg,0.40,0.50
297893,frame_00036.jpg,0.32,0.50
297953,frame_00037.jpg,0.45,0.50
298013,frame_00038.jpg,0.80,0.40
298073,frame_00039.jpg,0.80,0.40
298136,frame_00040.jpg,0.89,0.35
298193,frame_00041.jpg,0.00,0.50
298253,frame_00042.jpg,0.00,0.50
298313,frame_00043.jpg,0.00,0.50
298373,frame_00044.jpg,0.74,0.43
298433,frame_00045.jpg,0.90,0.35
298492,frame_00046.jpg,0.83,0.39
298552,frame_00047.jpg,0.36,0.50
298612,frame_00048.jpg,0.38,0.50
298672,frame_00049.jpg,0.60,0.48
298732,frame_00050.jpg,0.30,0.50
298792,frame_00051.jpg,0.28,0.50
298852,frame_00052.jpg,0.62,0.48
298932,frame_00053.jpg,0.91,0.35
299012,frame_00054.jpg,-0.35,0.50
299072,frame_00055.jpg,-0.84,0.41
299132,frame_00056.jpg,-0.90,0.37
299192,frame_00057.jpg,-0.90,0.37
299252,frame_00058.jpg,-0.90,0.37
299312,frame_00059.jpg,-0.90,0.37
299372,frame_00060.jpg,-1.00,0.17
299452,frame_00061.jpg,-1.00,0.09
299512,frame_00062.jpg,-1.00,-0.13
299572,frame_00063.jpg,-1.00,-0.35
299632,frame_00064.jpg,-0.91,-0.41
299692,frame_00065.jpg,-1.00,-0.35
299772,frame_00066.jpg,-0.73,0.45
299852,frame_00067.jpg,-0.49,0.50
299932,frame_00068.jpg,-0.45,0.50
299992,frame_00069.jpg,-0.69,0.47
300072,frame_00070.jpg,-0.87,0.39
300152,frame_00071.jpg,-0.89,0.38
300232,frame_00072.jpg,-0.94,0.35
300312,frame_00073.jpg,-0.95,0.35
300372,frame_00074.jpg,-0.95,0.35
300452,frame_00075.jpg,-0.91,0.36
300532,frame_00076.jpg,-0.55,0.50
300612,frame_00077.jpg,0.00,0.50
300692,frame_00078.jpg,0.00,0.50
300772,frame_00079.jpg,0.00,0.50
300851,frame_00080.jpg,0.00,0.50
300931,frame_00081.jpg,-0.17,0.50
301011,frame_00082.jpg,-0.17,0.50
301091,frame_00083.jpg,-0.26,0.50
301171,frame_00084.jpg,-0.79,0.43
301251,frame_00085.jpg,-0.91,0.37
301331,frame_00086.jpg,-0.91,0.37
301411,frame_00087.jpg,-0.95,0.35
301491,frame_00088.jpg,-0.95,0.35
301571,frame_00089.jpg,-0.95,0.35
301651,frame_00090.jpg,0.00,0.50
301731,frame_00091.jpg,0.55,0.49
301811,frame_00092.jpg,0.81,0.39
301891,frame_00093.jpg,0.94,0.33
301971,frame_00094.jpg,1.00,0.16
302051,frame_00095.jpg,1.00,0.13
302131,frame_00096.jpg,1.00,0.09
302211,frame_00097.jpg,1.00,0.08
302291,frame_00098.jpg,1.00,0.08
302371,frame_00099.jpg,1.00,0.08
302451,frame_00100.jpg,1.00,0.08
302531,frame_00101.jpg,1.00,0.09
302611,frame_00102.jpg,0.60,0.48
302691,frame_00103.jpg,0.60,0.48
302771,frame_00104.jpg,0.60,0.48
302851,frame_00105.jpg,0.34,0.50
302951,frame_00106.jpg,0.83,0.39
303031,frame_00107.jpg,0.87,0.36
303111,frame_00108.jpg,0.92,0.34
303191,frame_00109.jpg,0.91,0.35
303270,frame_00110.jpg,0.84,0.39
303350,frame_00111.jpg,0.77,0.43
303450,frame_00112.jpg,0.47,0.50
303550,frame_00113.jpg,0.69,0.45
303650,frame_00114.jpg,0.83,0.39
303770,frame_00115.jpg,0.44,0.50
303850,frame_00116.jpg,0.39,0.50
303930,frame_00117.jpg,0.00,0.50
304010,frame_00118.jpg,-0.78,0.43
304090,frame_00119.jpg,-0.75,0.44
304170,frame_00120.jpg,-0.56,0.50
304250,frame_00121.jpg,-0.48,0.50
304330,frame_00122.jpg,-0.39,0.50
304430,frame_00123.jpg,0.00,0.50
304510,frame_00124.jpg,0.00,0.50
304590,frame_00125.jpg,0.35,0.50
304670,frame_00126.jpg,0.74,0.43
304750,frame_00127.jpg,0.94,0.33
304830,frame_00128.jpg,1.00,0.27
304930,frame_00129.jpg,1.00,0.21
305030,frame_00130.jpg,0.97,0.32
305332,frame_00131.jpg,0.64,0.48
305430,frame_00132.jpg,0.42,0.50
305530,frame_00133.jpg,0.29,0.50
305630,frame_00134.jpg,0.29,0.50
305730,frame_00135.jpg,0.30,0.50
305829,frame_00136.jpg,0.25,0.50
305929,frame_00137.jpg,0.27,0.50
306029,frame_00138.jpg,0.25,0.50
306129,frame_00139.jpg,0.25,0.50
306229,frame_00140.jpg,0.24,0.50
306329,frame_00141.jpg,0.00,0.50
306430,frame_00142.jpg,0.00,0.50
306569,frame_00143.jpg,-0.23,0.50
306689,frame_00144.jpg,0.21,0.50
306829,frame_00145.jpg,0.41,0.50
306929,frame_00146.jpg,0.68,0.45
307089,frame_00147.jpg,0.73,0.43
307189,frame_00148.jpg,0.00,0.50
307289,frame_00149.jpg,0.00,0.50
307389,frame_00150.jpg,0.15,0.50
307489,frame_00151.jpg,0.15,0.50
307589,frame_00152.jpg,0.79,0.41
307689,frame_00153.jpg,0.81,0.40
307789,frame_00154.jpg,1.00,0.24
