timestamp_ms,frame,steer,throttle
731995,frame_00001.jpg,0.00,0.00
732042,frame_00002.jpg,0.00,0.00
732122,frame_00003.jpg,0.00,0.00
732182,frame_00004.jpg,0.00,0.00
732242,frame_00005.jpg,0.00,0.18
732322,frame_00006.jpg,0.00,1.00
732402,frame_00007.jpg,0.00,1.00
732502,frame_00008.jpg,0.15,1.00
732562,frame_00009.jpg,0.15,1.00
732622,frame_00010.jpg,0.15,1.00
732742,frame_00011.jpg,0.26,1.00
732802,frame_00012.jpg,0.26,1.00
732862,frame_00013.jpg,0.26,1.00
732922,frame_00014.jpg,0.77,0.82
733002,frame_00015.jpg,0.77,0.82
733061,frame_00016.jpg,0.76,0.83
733121,frame_00017.jpg,0.76,0.83
733181,frame_00018.jpg,0.76,0.83
733241,frame_00019.jpg,0.76,0.83
733301,frame_00020.jpg,0.76,0.83
733361,frame_00021.jpg,0.76,0.83
733421,frame_00022.jpg,0.76,0.83
733481,frame_00023.jpg,0.76,0.83
733541,frame_00024.jpg,0.76,0.83
733601,frame_00025.jpg,0.76,0.83
733661,frame_00026.jpg,0.76,0.83
733729,frame_00027.jpg,0.00,1.00
733801,frame_00028.jpg,-0.22,1.00
733881,frame_00029.jpg,-0.22,1.00
733941,frame_00030.jpg,-0.22,1.00
734001,frame_00031.jpg,-0.22,1.00
734061,frame_00032.jpg,-0.22,1.00
734121,frame_00033.jpg,-0.22,1.00
734181,frame_00034.jpg,-0.22,1.00
734241,frame_00035.jpg,-0.22,1.00
734301,frame_00036.jpg,-0.22,1.00
734403,frame_00037.jpg,0.24,1.00
734481,frame_00038.jpg,0.35,1.00
734541,frame_00039.jpg,0.44,1.00
734621,frame_00040.jpg,0.40,1.00
734682,frame_00041.jpg,0.23,1.00
734741,frame_00042.jpg,-0.31,1.00
734801,frame_00043.jpg,-0.67,0.95
734861,frame_00044.jpg,-0.67,0.95
734921,frame_00045.jpg,-0.67,0.95
734981,frame_00046.jpg,0.30,1.00
735041,frame_00047.jpg,0.46,1.00
735101,frame_00048.jpg,0.62,0.94
735161,frame_00049.jpg,0.64,0.92
735221,frame_00050.jpg,0.64,0.92
735281,frame_00051.jpg,0.64,0.92
735341,frame_00052.jpg,0.65,0.91
735421,frame_00053.jpg,0.65,0.91
735481,frame_00054.jpg,0.65,0.91
735541,frame_00055.jpg,0.72,0.86
735621,frame_00056.jpg,0.74,0.85
735680,frame_00057.jpg,0.74,0.85
735740,frame_00058.jpg,0.74,0.85
735800,frame_00059.jpg,0.79,0.81
735920,frame_00060.jpg,0.78,0.81
736000,frame_00061.jpg,0.76,0.84
736060,frame_00062.jpg,0.76,0.84
736120,frame_00063.jpg,0.43,1.00
736200,frame_00064.jpg,0.22,1.00
736280,frame_00065.jpg,0.00,1.00
736340,frame_00066.jpg,0.00,1.00
736420,frame_00067.jpg,0.25,1.00
736500,frame_00068.jpg,0.25,1.00
736580,frame_00069.jpg,0.66,0.91
736660,frame_00070.jpg,0.69,0.89
736740,frame_00071.jpg,0.67,0.91
736820,frame_00072.jpg,0.67,0.91
736900,frame_00073.jpg,0.67,0.91
736980,frame_00074.jpg,0.71,0.87
737060,frame_00075.jpg,0.72,0.87
737140,frame_00076.jpg,0.73,0.85
737220,frame_00077.jpg,0.73,0.87
737300,frame_00078.jpg,0.73,0.87
737400,frame_00079.jpg,0.74,0.85
737480,frame_00080.jpg,0.78,0.81
