timestamp_ms,frame,steer,throttle
195467,frame_00540.jpg,-0.29,0.55
195784,frame_00001.jpg,0.25,0.55
195823,frame_00002.jpg,0.40,0.55
195863,frame_00003.jpg,0.39,0.55
195903,frame_00004.jpg,0.39,0.55
195943,frame_00005.jpg,0.39,0.55
196003,frame_00006.jpg,0.66,0.50
196083,frame_00007.jpg,0.84,0.42
196143,frame_00008.jpg,0.84,0.42
196183,frame_00009.jpg,0.80,0.44
196263,frame_00010.jpg,0.79,0.44
196323,frame_00011.jpg,0.46,0.55
196403,frame_00012.jpg,-0.16,0.55
196463,frame_00013.jpg,-0.16,0.55
196503,frame_00014.jpg,-0.18,0.55
196583,frame_00015.jpg,-0.18,0.55
196623,frame_00016.jpg,-0.22,0.55
196703,frame_00017.jpg,-0.47,0.55
196783,frame_00018.jpg,-0.44,0.55
196843,frame_00019.jpg,0.00,0.55
196925,frame_00020.jpg,0.18,0.55
196983,frame_00021.jpg,0.23,0.55
197043,frame_00022.jpg,0.23,0.55
197103,frame_00023.jpg,0.80,0.45
197424,frame_00024.jpg,0.83,0.42
197483,frame_00025.jpg,0.73,0.48
197543,frame_00026.jpg,0.51,0.55
197603,frame_00027.jpg,0.45,0.55
