timestamp_ms,frame,steer,throttle
483961,frame_00001.jpg,0.22,0.55
484021,frame_00002.jpg,0.22,0.55
484061,frame_00003.jpg,0.22,0.55
484101,frame_00004.jpg,0.22,0.55
484141,frame_00005.jpg,0.22,0.55
484201,frame_00006.jpg,0.22,0.55
484261,frame_00007.jpg,0.22,0.55
484341,frame_00008.jpg,0.22,0.55
484421,frame_00009.jpg,0.22,0.55
484481,frame_00010.jpg,0.22,0.55
484541,frame_00011.jpg,0.42,0.55
484601,frame_00012.jpg,0.54,0.54
484661,frame_00013.jpg,0.67,0.50
484721,frame_00014.jpg,0.79,0.45
484781,frame_00015.jpg,0.80,0.44
484841,frame_00016.jpg,0.67,0.50
484901,frame_00017.jpg,0.40,0.55
484961,frame_00018.jpg,0.00,0.55
485021,frame_00019.jpg,-0.22,0.55
485081,frame_00020.jpg,-0.24,0.55
485141,frame_00021.jpg,-0.22,0.55
485201,frame_00022.jpg,-0.22,0.55
485261,frame_00023.jpg,-0.22,0.55
485321,frame_00024.jpg,-0.16,0.55
485381,frame_00025.jpg,0.00,0.55
485441,frame_00026.jpg,0.00,0.55
485501,frame_00027.jpg,-0.58,0.54
485561,frame_00028.jpg,-0.78,0.48
485621,frame_00029.jpg,-0.84,0.46
485680,frame_00030.jpg,-0.82,0.45
485740,frame_00031.jpg,-0.82,0.45
485821,frame_00032.jpg,-0.79,0.47
485920,frame_00033.jpg,-0.71,0.50
486020,frame_00034.jpg,-0.65,0.52
486220,frame_00035.jpg,-0.64,0.53
486280,frame_00036.jpg,-0.65,0.53
486340,frame_00037.jpg,-0.60,0.54
486400,frame_00038.jpg,-0.26,0.55
486460,frame_00039.jpg,0.22,0.55
486520,frame_00040.jpg,0.51,0.55
486580,frame_00041.jpg,0.69,0.49
486640,frame_00042.jpg,0.60,0.52
486700,frame_00043.jpg,0.16,0.55
486760,frame_00044.jpg,-0.47,0.55
486820,frame_00045.jpg,-0.68,0.52
486880,frame_00046.jpg,-0.69,0.49
486940,frame_00047.jpg,-0.69,0.50
487000,frame_00048.jpg,-0.68,0.50
487060,frame_00049.jpg,-0.55,0.55
487120,frame_00050.jpg,-0.20,0.55
487180,frame_00051.jpg,-0.20,0.55
487240,frame_00052.jpg,0.00,0.55
487320,frame_00053.jpg,0.40,0.55
487400,frame_00054.jpg,0.43,0.55
487460,frame_00055.jpg,0.41,0.55
487560,frame_00056.jpg,0.00,0.55
487660,frame_00057.jpg,-0.44,0.55
487720,frame_00058.jpg,-0.52,0.55
487800,frame_00059.jpg,-0.51,0.55
487860,frame_00060.jpg,-0.47,0.55
487920,frame_00061.jpg,-0.22,0.55
487980,frame_00062.jpg,0.00,0.55
488040,frame_00063.jpg,0.00,0.55
488100,frame_00064.jpg,0.00,0.55
488161,frame_00065.jpg,0.16,0.55
488239,frame_00066.jpg,0.20,0.55
488319,frame_00067.jpg,0.21,0.55
488399,frame_00068.jpg,0.19,0.55
488479,frame_00069.jpg,0.22,0.55
488559,frame_00070.jpg,0.25,0.55
488639,frame_00071.jpg,0.35,0.55
488719,frame_00072.jpg,0.36,0.55
488819,frame_00073.jpg,0.59,0.52
488919,frame_00074.jpg,0.74,0.46
489019,frame_00075.jpg,0.73,0.48
489119,frame_00076.jpg,0.72,0.48
489219,frame_00077.jpg,0.40,0.55
489319,frame_00078.jpg,0.42,0.55
489399,frame_00079.jpg,0.42,0.55
489499,frame_00080.jpg,0.29,0.55
489579,frame_00081.jpg,0.26,0.55
489659,frame_00082.jpg,0.38,0.55
489739,frame_00083.jpg,0.38,0.55
489859,frame_00084.jpg,-0.18,0.55
489939,frame_00085.jpg,-0.47,0.55
490019,frame_00086.jpg,-0.44,0.55
490099,frame_00087.jpg,-0.43,0.55
490179,frame_00088.jpg,0.00,0.55
490259,frame_00089.jpg,0.34,0.55
490339,frame_00090.jpg,0.37,0.55
490419,frame_00091.jpg,0.36,0.55
490499,frame_00092.jpg,0.22,0.55
