timestamp_ms,frame,steer,throttle
560139,frame_00001.jpg,0.36,0.55
560191,frame_00002.jpg,0.21,0.55
560231,frame_00003.jpg,0.00,0.55
560271,frame_00004.jpg,0.00,0.55
560311,frame_00005.jpg,-0.21,0.55
560371,frame_00006.jpg,-0.33,0.55
560431,frame_00007.jpg,-0.56,0.55
560491,frame_00008.jpg,-0.70,0.51
560551,frame_00009.jpg,-0.73,0.49
560610,frame_00010.jpg,-0.76,0.48
560670,frame_00011.jpg,-0.78,0.47
560730,frame_00012.jpg,-0.78,0.47
560790,frame_00013.jpg,-0.78,0.47
560870,frame_00014.jpg,-0.77,0.47
560930,frame_00015.jpg,-0.76,0.47
560990,frame_00016.jpg,-0.76,0.47
561050,frame_00017.jpg,-0.76,0.47
561110,frame_00018.jpg,-0.77,0.47
561170,frame_00019.jpg,-0.76,0.47
561230,frame_00020.jpg,-0.76,0.47
561290,frame_00021.jpg,-0.76,0.47
561350,frame_00022.jpg,-0.77,0.46
561410,frame_00023.jpg,-0.80,0.46
561470,frame_00024.jpg,-0.81,0.46
561530,frame_00025.jpg,-0.83,0.45
561592,frame_00026.jpg,-0.84,0.44
561650,frame_00027.jpg,-0.86,0.43
561710,frame_00028.jpg,-0.86,0.43
561770,frame_00029.jpg,-0.86,0.43
561830,frame_00030.jpg,-0.86,0.43
561890,frame_00031.jpg,-0.86,0.43
561950,frame_00032.jpg,-0.86,0.43
562010,frame_00033.jpg,-0.86,0.43
562070,frame_00034.jpg,-0.87,0.43
562130,frame_00035.jpg,-0.87,0.43
562190,frame_00036.jpg,-0.87,0.43
562250,frame_00037.jpg,-0.87,0.43
562310,frame_00038.jpg,-0.86,0.43
562390,frame_00039.jpg,-0.86,0.43
562450,frame_00040.jpg,-0.86,0.43
562510,frame_00041.jpg,-0.86,0.43
562570,frame_00042.jpg,-0.86,0.43
562630,frame_00043.jpg,-0.86,0.43
562690,frame_00044.jpg,-0.82,0.46
562750,frame_00045.jpg,-0.81,0.46
562810,frame_00046.jpg,-0.79,0.47
562870,frame_00047.jpg,-0.58,0.54
562930,frame_00048.jpg,-0.23,0.55
562990,frame_00049.jpg,0.00,0.55
563050,frame_00050.jpg,0.00,0.55
563109,frame_00051.jpg,0.00,0.55
563169,frame_00052.jpg,0.00,0.55
