timestamp_ms,frame,steer,throttle
537268,frame_00001.jpg,0.00,0.14
537329,frame_00002.jpg,0.00,0.14
537369,frame_00003.jpg,0.00,0.14
537409,frame_00004.jpg,0.00,0.14
537449,frame_00005.jpg,0.00,0.14
537489,frame_00006.jpg,0.00,0.14
537530,frame_00007.jpg,0.00,0.00
537589,frame_00008.jpg,0.00,0.00
537629,frame_00009.jpg,0.00,0.00
537669,frame_00010.jpg,0.00,0.00
537729,frame_00011.jpg,0.00,0.00
537789,frame_00012.jpg,0.00,0.22
537849,frame_00013.jpg,-0.16,0.34
537909,frame_00014.jpg,-0.26,0.39
537969,frame_00015.jpg,-0.26,0.39
538029,frame_00016.jpg,-0.30,0.40
538089,frame_00017.jpg,-0.31,0.40
538149,frame_00018.jpg,-0.30,0.40
538208,frame_00019.jpg,-0.28,0.40
538270,frame_00020.jpg,0.00,0.44
538328,frame_00021.jpg,0.00,0.44
538388,frame_00022.jpg,0.00,0.44
538448,frame_00023.jpg,0.00,0.44
538508,frame_00024.jpg,0.21,0.50
538569,frame_00025.jpg,0.24,0.50
538629,frame_00026.jpg,0.23,0.50
538728,frame_00027.jpg,0.22,0.50
538788,frame_00028.jpg,0.18,0.50
538848,frame_00029.jpg,0.00,0.50
538928,frame_00030.jpg,0.00,0.50
538988,frame_00031.jpg,0.00,0.50
539048,frame_00032.jpg,0.00,0.50
539108,frame_00033.jpg,0.00,0.50
539168,frame_00034.jpg,0.00,0.50
539228,frame_00035.jpg,0.00,0.50
539288,frame_00036.jpg,0.00,0.50
539348,frame_00037.jpg,0.00,0.50
539408,frame_00038.jpg,0.00,0.50
539468,frame_00039.jpg,-0.20,0.50
539528,frame_00040.jpg,-0.26,0.50
539588,frame_00041.jpg,-0.32,0.50
539648,frame_00042.jpg,-0.32,0.50
539708,frame_00043.jpg,-0.32,0.50
539768,frame_00044.jpg,-0.32,0.50
539828,frame_00045.jpg,-0.32,0.50
539888,frame_00046.jpg,-0.22,0.50
539948,frame_00047.jpg,0.00,0.50
540008,frame_00048.jpg,0.00,0.50
540088,frame_00049.jpg,0.50,0.50
540148,frame_00050.jpg,0.56,0.50
540208,frame_00051.jpg,0.61,0.48
540268,frame_00052.jpg,0.61,0.48
540328,frame_00053.jpg,0.62,0.48
540388,frame_00054.jpg,0.63,0.47
540448,frame_00055.jpg,0.64,0.47
540508,frame_00056.jpg,0.61,0.48
540568,frame_00057.jpg,0.34,0.50
540627,frame_00058.jpg,0.34,0.50
540687,frame_00059.jpg,0.00,0.50
540767,frame_00060.jpg,0.00,0.50
540827,frame_00061.jpg,0.00,0.50
540887,frame_00062.jpg,0.00,0.50
540947,frame_00063.jpg,-0.18,0.50
541007,frame_00064.jpg,-0.19,0.50
541067,frame_00065.jpg,-0.19,0.50
541127,frame_00066.jpg,-0.19,0.50
541187,frame_00067.jpg,-0.19,0.50
541247,frame_00068.jpg,0.00,0.50
541327,frame_00069.jpg,0.00,0.50
541407,frame_00070.jpg,0.00,0.50
541487,frame_00071.jpg,0.18,0.50
541587,frame_00072.jpg,0.39,0.50
541667,frame_00073.jpg,0.45,0.50
541728,frame_00074.jpg,0.45,0.50
541807,frame_00075.jpg,0.48,0.50
541887,frame_00076.jpg,0.48,0.50
541967,frame_00077.jpg,0.48,0.50
542027,frame_00078.jpg,0.47,0.50
542107,frame_00079.jpg,0.47,0.50
542187,frame_00080.jpg,0.47,0.50
542267,frame_00081.jpg,0.47,0.50
542347,frame_00082.jpg,0.31,0.50
542427,frame_00083.jpg,0.00,0.50
542508,frame_00084.jpg,0.00,0.50
542587,frame_00085.jpg,0.00,0.50
542667,frame_00086.jpg,0.00,0.50
542747,frame_00087.jpg,0.00,0.50
542827,frame_00088.jpg,0.00,0.50
542907,frame_00089.jpg,0.00,0.50
542987,frame_00090.jpg,0.00,0.50
543087,frame_00091.jpg,-0.16,0.50
543166,frame_00092.jpg,-0.18,0.50
543246,frame_00093.jpg,-0.24,0.50
543326,frame_00094.jpg,-0.31,0.50
543406,frame_00095.jpg,-0.34,0.50
543486,frame_00096.jpg,-0.36,0.50
543566,frame_00097.jpg,-0.36,0.50
543646,frame_00098.jpg,-0.36,0.50
543726,frame_00099.jpg,-0.36,0.50
543806,frame_00100.jpg,-0.33,0.50
543886,frame_00101.jpg,-0.25,0.50
543966,frame_00102.jpg,-0.25,0.50
544046,frame_00103.jpg,-0.17,0.50
544126,frame_00104.jpg,-0.23,0.50
544206,frame_00105.jpg,-0.29,0.50
544286,frame_00106.jpg,-0.31,0.50
544366,frame_00107.jpg,-0.31,0.50
544446,frame_00108.jpg,-0.31,0.50
544526,frame_00109.jpg,-0.31,0.50
544606,frame_00110.jpg,-0.35,0.50
544686,frame_00111.jpg,-0.35,0.50
544766,frame_00112.jpg,-0.40,0.50
544846,frame_00113.jpg,-0.57,0.50
544926,frame_00114.jpg,-0.58,0.50
545026,frame_00115.jpg,-0.63,0.48
545106,frame_00116.jpg,-0.69,0.45
545186,frame_00117.jpg,-0.69,0.45
545306,frame_00118.jpg,-0.69,0.45
545386,frame_00119.jpg,-0.64,0.48
545506,frame_00120.jpg,-0.60,0.49
545586,frame_00121.jpg,-0.42,0.50
545685,frame_00122.jpg,-0.21,0.50
545765,frame_00123.jpg,0.00,0.50
545845,frame_00124.jpg,0.00,0.50
545926,frame_00125.jpg,0.27,0.50
546005,frame_00126.jpg,0.29,0.50
546085,frame_00127.jpg,0.29,0.50
546165,frame_00128.jpg,0.29,0.50
546245,frame_00129.jpg,0.29,0.50
546325,frame_00130.jpg,0.27,0.50
546425,frame_00131.jpg,0.24,0.50
546505,frame_00132.jpg,-0.17,0.50
546605,frame_00133.jpg,-0.24,0.50
546705,frame_00134.jpg,-0.29,0.50
546805,frame_00135.jpg,-0.32,0.50
546905,frame_00136.jpg,-0.36,0.50
547005,frame_00137.jpg,-0.40,0.50
547145,frame_00138.jpg,-0.41,0.50
547245,frame_00139.jpg,-0.44,0.50
547345,frame_00140.jpg,-0.45,0.50
547445,frame_00141.jpg,-0.45,0.50
547545,frame_00142.jpg,-0.47,0.50
547645,frame_00143.jpg,-0.49,0.50
547905,frame_00144.jpg,-0.49,0.50
548005,frame_00145.jpg,-0.49,0.50
548104,frame_00146.jpg,-0.49,0.50
548204,frame_00147.jpg,-0.50,0.50
548305,frame_00148.jpg,-0.50,0.50
548404,frame_00149.jpg,-0.50,0.50
548504,frame_00150.jpg,-0.50,0.50
548604,frame_00151.jpg,-0.50,0.50
548704,frame_00152.jpg,-0.49,0.50
548804,frame_00153.jpg,-0.50,0.50
548904,frame_00154.jpg,-0.51,0.50
549004,frame_00155.jpg,-0.51,0.50
549104,frame_00156.jpg,-0.53,0.50
549205,frame_00157.jpg,-0.53,0.50
549304,frame_00158.jpg,-0.26,0.50
549404,frame_00159.jpg,0.00,0.50
549504,frame_00160.jpg,0.00,0.50
549604,frame_00161.jpg,0.00,0.50
549704,frame_00162.jpg,-0.40,0.50
549804,frame_00163.jpg,-0.50,0.50
549904,frame_00164.jpg,-0.58,0.49
550004,frame_00165.jpg,-0.57,0.49
550124,frame_00166.jpg,-0.58,0.49
550224,frame_00167.jpg,-0.57,0.49
550324,frame_00168.jpg,-0.57,0.49
550424,frame_00169.jpg,-0.62,0.48
550524,frame_00170.jpg,-0.80,0.42
550623,frame_00171.jpg,-0.89,0.38
550723,frame_00172.jpg,-0.88,0.38
550823,frame_00173.jpg,-0.80,0.42
550923,frame_00174.jpg,-0.61,0.48
551023,frame_00175.jpg,-0.58,0.49
551123,frame_00176.jpg,-0.56,0.50
551223,frame_00177.jpg,-0.56,0.50
551323,frame_00178.jpg,-0.57,0.50
551443,frame_00179.jpg,0.00,0.50
551563,frame_00180.jpg,0.00,0.50
551723,frame_00181.jpg,0.39,0.50
551863,frame_00182.jpg,0.49,0.50
552003,frame_00183.jpg,0.40,0.50
552143,frame_00184.jpg,0.23,0.50
552263,frame_00185.jpg,0.00,0.50
552403,frame_00186.jpg,0.00,0.50
552523,frame_00187.jpg,-0.29,0.50
552623,frame_00188.jpg,-0.39,0.50
552723,frame_00189.jpg,-0.47,0.50
552823,frame_00190.jpg,-0.51,0.50
552923,frame_00191.jpg,-0.51,0.50
553023,frame_00192.jpg,-0.52,0.50
553122,frame_00193.jpg,-0.57,0.49
553222,frame_00194.jpg,-0.65,0.46
553322,frame_00195.jpg,-0.72,0.45
553422,frame_00196.jpg,-0.73,0.45
553522,frame_00197.jpg,-0.73,0.45
553682,frame_00198.jpg,-0.73,0.45
553802,frame_00199.jpg,-0.73,0.45
553922,frame_00200.jpg,-0.73,0.45
554042,frame_00201.jpg,-0.73,0.45
554162,frame_00202.jpg,-0.73,0.45
554282,frame_00203.jpg,0.00,0.50
554402,frame_00204.jpg,0.00,0.50
554522,frame_00205.jpg,0.00,0.50
554622,frame_00206.jpg,0.00,0.50
554742,frame_00207.jpg,0.00,0.50
554862,frame_00208.jpg,0.00,0.50
554982,frame_00209.jpg,0.46,0.50
555102,frame_00210.jpg,0.53,0.50
555222,frame_00211.jpg,0.53,0.50
555342,frame_00212.jpg,0.60,0.48
555462,frame_00213.jpg,0.16,0.50
555582,frame_00214.jpg,0.00,0.50
555701,frame_00215.jpg,0.00,0.50
555821,frame_00216.jpg,-0.29,0.50
555941,frame_00217.jpg,-0.41,0.50
556061,frame_00218.jpg,-0.69,0.47
556181,frame_00219.jpg,-0.76,0.44
556301,frame_00220.jpg,-0.77,0.43
556421,frame_00221.jpg,-0.77,0.43
556541,frame_00222.jpg,-0.69,0.46
556661,frame_00223.jpg,-0.61,0.47
556781,frame_00224.jpg,-0.42,0.50
556901,frame_00225.jpg,-0.25,0.50
557021,frame_00226.jpg,0.00,0.50
557141,frame_00227.jpg,0.00,0.50
557261,frame_00228.jpg,0.23,0.50
557381,frame_00229.jpg,0.28,0.50
557501,frame_00230.jpg,0.28,0.50
557621,frame_00231.jpg,0.28,0.50
557741,frame_00232.jpg,0.32,0.50
557861,frame_00233.jpg,0.43,0.50
557981,frame_00234.jpg,0.46,0.50
558141,frame_00235.jpg,0.47,0.50
558300,frame_00236.jpg,0.46,0.50
558442,frame_00237.jpg,0.48,0.50
558580,frame_00238.jpg,0.65,0.46
558700,frame_00239.jpg,0.41,0.50
558820,frame_00240.jpg,0.00,0.50
558940,frame_00241.jpg,-0.15,0.50
559060,frame_00242.jpg,-0.16,0.50
559180,frame_00243.jpg,-0.15,0.50
559300,frame_00244.jpg,-0.18,0.50
559420,frame_00245.jpg,-0.26,0.50
559540,frame_00246.jpg,-0.30,0.50
559660,frame_00247.jpg,-0.33,0.50
559780,frame_00248.jpg,-0.36,0.50
559900,frame_00249.jpg,-0.36,0.50
560020,frame_00250.jpg,-0.36,0.50
560160,frame_00251.jpg,-0.40,0.50
560280,frame_00252.jpg,-0.43,0.50
560400,frame_00253.jpg,-0.47,0.50
560520,frame_00254.jpg,-0.47,0.50
560640,frame_00255.jpg,-0.46,0.50
560759,frame_00256.jpg,0.00,0.50
560899,frame_00257.jpg,0.00,0.50
561041,frame_00258.jpg,0.00,0.50
561179,frame_00259.jpg,0.00,0.50
561319,frame_00260.jpg,0.33,0.50
561459,frame_00261.jpg,0.55,0.50
561599,frame_00262.jpg,0.58,0.49
561719,frame_00263.jpg,0.57,0.49
561859,frame_00264.jpg,0.51,0.49
561979,frame_00265.jpg,0.00,0.50
562119,frame_00266.jpg,0.00,0.50
562259,frame_00267.jpg,0.00,0.50
562399,frame_00268.jpg,0.35,0.50
562540,frame_00269.jpg,0.53,0.50
562679,frame_00270.jpg,0.55,0.50
562819,frame_00271.jpg,0.55,0.49
562959,frame_00272.jpg,0.65,0.47
563099,frame_00273.jpg,0.68,0.46
563238,frame_00274.jpg,0.69,0.45
563378,frame_00275.jpg,0.71,0.44
563518,frame_00276.jpg,0.76,0.43
563658,frame_00277.jpg,0.84,0.39
563798,frame_00278.jpg,0.84,0.39
563938,frame_00279.jpg,0.83,0.39
564118,frame_00280.jpg,0.83,0.39
564258,frame_00281.jpg,0.64,0.47
564398,frame_00282.jpg,0.54,0.49
564539,frame_00283.jpg,0.54,0.49
564678,frame_00284.jpg,0.55,0.49
564818,frame_00285.jpg,0.54,0.49
564958,frame_00286.jpg,0.54,0.50
565098,frame_00287.jpg,0.54,0.50
565238,frame_00288.jpg,0.34,0.50
565378,frame_00289.jpg,0.20,0.50
565518,frame_00290.jpg,0.00,0.50
565657,frame_00291.jpg,0.00,0.50
565797,frame_00292.jpg,-0.18,0.50
565939,frame_00293.jpg,0.00,0.50
566077,frame_00294.jpg,0.18,0.50
566217,frame_00295.jpg,0.30,0.50
566357,frame_00296.jpg,0.33,0.50
566497,frame_00297.jpg,0.68,0.44
566637,frame_00298.jpg,0.76,0.42
566777,frame_00299.jpg,0.76,0.42
566917,frame_00300.jpg,0.76,0.43
567117,frame_00301.jpg,0.38,0.50
567277,frame_00302.jpg,0.31,0.50
567417,frame_00303.jpg,0.32,0.50
567717,frame_00304.jpg,0.49,0.50
567877,frame_00305.jpg,0.48,0.50
568037,frame_00306.jpg,0.48,0.50
568176,frame_00307.jpg,0.81,0.41
568316,frame_00308.jpg,0.81,0.40
568456,frame_00309.jpg,0.80,0.40
568676,frame_00310.jpg,0.98,0.32
568936,frame_00311.jpg,0.98,0.31
569096,frame_00312.jpg,0.98,0.31
569256,frame_00313.jpg,0.90,0.36
569396,frame_00314.jpg,0.83,0.39
569556,frame_00315.jpg,0.81,0.39
569716,frame_00316.jpg,0.78,0.41
569876,frame_00317.jpg,0.76,0.41
570037,frame_00318.jpg,0.76,0.42
570196,frame_00319.jpg,0.76,0.42
570356,frame_00320.jpg,0.58,0.46
570516,frame_00321.jpg,0.36,0.50
570737,frame_00322.jpg,0.36,0.50
570995,frame_00323.jpg,-0.15,0.50
571155,frame_00324.jpg,-0.22,0.50
571315,frame_00325.jpg,0.00,0.50
571475,frame_00326.jpg,0.56,0.49
571635,frame_00327.jpg,0.73,0.44
571795,frame_00328.jpg,0.74,0.43
571955,frame_00329.jpg,0.73,0.43
572155,frame_00330.jpg,0.73,0.43
572315,frame_00331.jpg,0.73,0.43
572475,frame_00332.jpg,0.73,0.44
572635,frame_00333.jpg,0.73,0.44
572795,frame_00334.jpg,0.73,0.43
572955,frame_00335.jpg,0.73,0.43
573114,frame_00336.jpg,0.73,0.44
573276,frame_00337.jpg,0.73,0.44
573435,frame_00338.jpg,0.69,0.44
573674,frame_00339.jpg,0.70,0.44
573836,frame_00340.jpg,0.70,0.45
573994,frame_00341.jpg,0.66,0.45
574214,frame_00342.jpg,0.60,0.48
574374,frame_00343.jpg,0.58,0.48
574535,frame_00344.jpg,0.53,0.49
574694,frame_00345.jpg,0.51,0.50
574854,frame_00346.jpg,0.52,0.50
575014,frame_00347.jpg,0.51,0.50
575214,frame_00348.jpg,0.00,0.50
575394,frame_00349.jpg,-0.26,0.50
575554,frame_00350.jpg,-0.33,0.50
575713,frame_00351.jpg,-0.24,0.50
575873,frame_00352.jpg,0.20,0.50
576033,frame_00353.jpg,0.65,0.47
576193,frame_00354.jpg,0.78,0.42
576353,frame_00355.jpg,0.79,0.41
576513,frame_00356.jpg,0.79,0.41
576673,frame_00357.jpg,0.79,0.42
576873,frame_00358.jpg,0.78,0.42
577053,frame_00359.jpg,0.78,0.42
577213,frame_00360.jpg,0.78,0.42
577373,frame_00361.jpg,0.78,0.42
577533,frame_00362.jpg,0.78,0.42
577693,frame_00363.jpg,0.74,0.42
577873,frame_00364.jpg,0.72,0.43
578033,frame_00365.jpg,0.65,0.46
578196,frame_00366.jpg,0.46,0.50
578372,frame_00367.jpg,0.36,0.50
578552,frame_00368.jpg,0.18,0.50
578732,frame_00369.jpg,-0.21,0.50
578912,frame_00370.jpg,-0.33,0.50
579092,frame_00371.jpg,-0.23,0.50
579272,frame_00372.jpg,-0.20,0.50
579432,frame_00373.jpg,-0.26,0.50
579612,frame_00374.jpg,-0.22,0.50
579792,frame_00375.jpg,0.00,0.50
579972,frame_00376.jpg,0.33,0.50
580152,frame_00377.jpg,0.51,0.50
580332,frame_00378.jpg,0.51,0.50
580512,frame_00379.jpg,0.50,0.50
580691,frame_00380.jpg,0.37,0.50
580871,frame_00381.jpg,0.37,0.50
581051,frame_00382.jpg,0.24,0.50
581251,frame_00383.jpg,0.17,0.50
581471,frame_00384.jpg,0.00,0.50
581671,frame_00385.jpg,-0.25,0.50
581851,frame_00386.jpg,-0.27,0.50
582031,frame_00387.jpg,-0.23,0.50
582211,frame_00388.jpg,0.00,0.50
582431,frame_00389.jpg,0.27,0.50
582611,frame_00390.jpg,0.40,0.50
582811,frame_00391.jpg,0.54,0.50
583031,frame_00392.jpg,0.53,0.50
583230,frame_00393.jpg,0.30,0.50
583410,frame_00394.jpg,0.25,0.50
583610,frame_00395.jpg,0.21,0.50
583810,frame_00396.jpg,0.00,0.50
584030,frame_00397.jpg,-0.33,0.50
584210,frame_00398.jpg,-0.36,0.50
584390,frame_00399.jpg,-0.35,0.50
584570,frame_00400.jpg,-0.35,0.50
584751,frame_00401.jpg,-0.42,0.50
584930,frame_00402.jpg,-0.46,0.50
585130,frame_00403.jpg,-0.55,0.50
585330,frame_00404.jpg,-0.57,0.50
585550,frame_00405.jpg,-0.62,0.49
585769,frame_00406.jpg,-0.69,0.46
585969,frame_00407.jpg,-0.69,0.46
586189,frame_00408.jpg,-0.48,0.50
586369,frame_00409.jpg,-0.15,0.50
586569,frame_00410.jpg,0.00,0.50
586769,frame_00411.jpg,0.00,0.50
586949,frame_00412.jpg,0.00,0.50
587129,frame_00413.jpg,0.00,0.50
587309,frame_00414.jpg,0.00,0.50
587489,frame_00415.jpg,0.25,0.50
587669,frame_00416.jpg,0.18,0.50
587849,frame_00417.jpg,-0.23,0.50
588029,frame_00418.jpg,-0.33,0.50
588208,frame_00419.jpg,-0.43,0.50
588388,frame_00420.jpg,-0.43,0.50
588588,frame_00421.jpg,-0.45,0.50
588788,frame_00422.jpg,-0.51,0.50
588968,frame_00423.jpg,-0.53,0.50
589148,frame_00424.jpg,-0.22,0.50
589350,frame_00425.jpg,0.16,0.50
589528,frame_00426.jpg,0.19,0.50
589728,frame_00427.jpg,-0.26,0.50
589928,frame_00428.jpg,-0.31,0.50
590168,frame_00429.jpg,-0.46,0.50
590368,frame_00430.jpg,-0.58,0.49
590568,frame_00431.jpg,-0.67,0.47
590767,frame_00432.jpg,-0.69,0.46
590967,frame_00433.jpg,-0.69,0.46
591167,frame_00434.jpg,-0.69,0.46
591367,frame_00435.jpg,-0.71,0.46
591567,frame_00436.jpg,-0.71,0.46
591768,frame_00437.jpg,-0.72,0.46
591967,frame_00438.jpg,-0.72,0.46
592147,frame_00439.jpg,-0.72,0.45
592347,frame_00440.jpg,-0.73,0.45
592547,frame_00441.jpg,-0.73,0.45
592747,frame_00442.jpg,0.00,0.50
592947,frame_00443.jpg,0.27,0.50
593146,frame_00444.jpg,0.29,0.50
593406,frame_00445.jpg,0.29,0.50
593626,frame_00446.jpg,0.00,0.50
593826,frame_00447.jpg,-0.47,0.50
594066,frame_00448.jpg,-0.58,0.50
594506,frame_00449.jpg,-0.58,0.50
594846,frame_00450.jpg,-0.55,0.50
595046,frame_00451.jpg,-0.55,0.49
595246,frame_00452.jpg,-0.41,0.50
595446,frame_00453.jpg,-0.38,0.50
595645,frame_00454.jpg,-0.38,0.50
595846,frame_00455.jpg,-0.38,0.50
596045,frame_00456.jpg,-0.33,0.50
596245,frame_00457.jpg,-0.33,0.50
596446,frame_00458.jpg,0.58,0.41
596645,frame_00459.jpg,0.93,0.34
596845,frame_00460.jpg,0.93,0.34
597045,frame_00461.jpg,0.79,0.41
597245,frame_00462.jpg,0.72,0.43
597445,frame_00463.jpg,0.00,0.00
597645,frame_00464.jpg,0.00,0.00
597845,frame_00465.jpg,0.00,0.00
598045,frame_00466.jpg,0.00,0.00
